Country,date,Cancer cases
Nigeria,Dec 1 2005,1170824
Nigeria,Jan 1 2006,1740362
Nigeria,Feb 1 2006,1086922
Nigeria,Mar 1 2006,1617045
Nigeria,Apr 1 2006,1253788
Nigeria,May 1 2006,1898680
Nigeria,Jun 1 2006,1468920
Nigeria,Jul 1 2006,1028740
Nigeria,Aug 1 2006,1130657
Nigeria,Sep 1 2006,1534579
Nigeria,Oct 1 2006,1848056
Nigeria,Nov 1 2006,1237762
Nigeria,Dec 1 2006,1873827
Nigeria,Jan 1 2007,1840164
Nigeria,Feb 1 2007,1031596
Nigeria,Mar 1 2007,1617139
Nigeria,Apr 1 2007,1498318
Nigeria,May 1 2007,1319277
Nigeria,Jun 1 2007,1604658
Nigeria,Jul 1 2007,1178498
Nigeria,Aug 1 2007,1529670
Nigeria,Sep 1 2007,1159314
Nigeria,Oct 1 2007,1395570
Nigeria,Nov 1 2007,1164135
Nigeria,Dec 1 2007,1350512
Nigeria,Jan 1 2008,1121947
Nigeria,Feb 1 2008,1033067
Nigeria,Mar 1 2008,1168014
Nigeria,Apr 1 2008,1469558
Nigeria,May 1 2008,1656762
Nigeria,Jun 1 2008,916307
Nigeria,Jul 1 2008,1686656
Nigeria,Aug 1 2008,925557
Nigeria,Sep 1 2008,1033048
Nigeria,Oct 1 2008,1802673
Nigeria,Nov 1 2008,1048232
Nigeria,Dec 1 2008,1633870
Nigeria,Jan 1 2009,1846456
Nigeria,Feb 1 2009,1858297
Nigeria,Mar 1 2009,1396721
Nigeria,Apr 1 2009,912686
Nigeria,May 1 2009,1435766
Nigeria,Jun 1 2009,1615126
Nigeria,Jul 1 2009,998989
Nigeria,Aug 1 2009,1891568
Nigeria,Sep 1 2009,1226928
Nigeria,Oct 1 2009,1367150
Nigeria,Nov 1 2009,1534813
Nigeria,Dec 1 2009,1796448
Nigeria,Jan 1 2010,1264847
Nigeria,Feb 1 2010,1002340
Nigeria,Mar 1 2010,1687796
Thailand,Jan 1 2000,1819071
Thailand,Feb 1 2000,1381589
Thailand,Mar 1 2000,1212629
Thailand,Apr 1 2000,1173945
Thailand,May 1 2000,977910
Thailand,Jun 1 2000,1398755
Thailand,Jul 1 2000,1814889
Thailand,Aug 1 2000,1083843
Thailand,Sep 1 2000,1798912
Thailand,Oct 1 2000,1460498
Thailand,Nov 1 2000,1733423
Thailand,Dec 1 2000,1644245
Thailand,Jan 1 2001,1298042
Thailand,Feb 1 2001,1075365
Thailand,Mar 1 2001,922799
Thailand,Apr 1 2001,1039005
Thailand,May 1 2001,1641058
Thailand,Jun 1 2001,1468809
Thailand,Jul 1 2001,1191468
Thailand,Aug 1 2001,1883858
Thailand,Sep 1 2001,1048050
Thailand,Oct 1 2001,1243196
Thailand,Nov 1 2001,1332416
Thailand,Dec 1 2001,1514274
Thailand,Jan 1 2002,1098879
Thailand,Feb 1 2002,1339689
Thailand,Mar 1 2002,1676288
Thailand,Apr 1 2002,986869
Thailand,May 1 2002,1079667
Thailand,Jun 1 2002,1393733
Thailand,Jul 1 2002,1824496
Thailand,Aug 1 2002,1567410
Thailand,Sep 1 2002,1752162
Thailand,Oct 1 2002,1093342
Thailand,Nov 1 2002,1031268
Thailand,Dec 1 2002,1839387
Thailand,Jan 1 2003,1219987
Thailand,Feb 1 2003,1406867
Thailand,Mar 1 2003,1631800
Thailand,Apr 1 2003,1593742
Thailand,May 1 2003,1443751
Thailand,Jun 1 2003,1667450
Thailand,Jul 1 2003,1843482
Thailand,Aug 1 2003,1498814
Thailand,Sep 1 2003,1019104
Thailand,Oct 1 2003,1320445
Thailand,Nov 1 2003,1534599
Thailand,Dec 1 2003,1085633
Thailand,Jan 1 2004,1551163
Thailand,Feb 1 2004,918342
Thailand,Mar 1 2004,1123254
Thailand,Apr 1 2004,1210798
Thailand,May 1 2004,1304291
Thailand,Jun 1 2004,1806949
Thailand,Jul 1 2004,1259275
Thailand,Aug 1 2004,1357048
Thailand,Sep 1 2004,1414638
Thailand,Oct 1 2004,948525
Thailand,Nov 1 2004,1712040
Thailand,Dec 1 2004,1301185
Thailand,Jan 1 2005,1729514
Thailand,Feb 1 2005,1216169
Thailand,Mar 1 2005,1028029
Thailand,Apr 1 2005,1636601
Thailand,May 1 2005,945486
Thailand,Jun 1 2005,1722923
Thailand,Jul 1 2005,1116291
Thailand,Aug 1 2005,1226138
Thailand,Sep 1 2005,1100806
Thailand,Oct 1 2005,1892747
Thailand,Nov 1 2005,1895672
Thailand,Dec 1 2005,1394696
Thailand,Jan 1 2006,1257360
Thailand,Feb 1 2006,1291101
Thailand,Mar 1 2006,905947
Thailand,Apr 1 2006,1715363
Thailand,May 1 2006,1152079
Thailand,Jun 1 2006,1149111
Thailand,Jul 1 2006,1727959
Thailand,Aug 1 2006,1638824
Thailand,Sep 1 2006,1848560
Thailand,Oct 1 2006,1242193
Thailand,Nov 1 2006,1316425
Thailand,Dec 1 2006,1457602
Thailand,Jan 1 2007,1335608
Thailand,Feb 1 2007,1187600
Thailand,Mar 1 2007,1114869
Thailand,Apr 1 2007,1117048
Thailand,May 1 2007,989507
Thailand,Jun 1 2007,911684
Thailand,Jul 1 2007,1264137
Thailand,Aug 1 2007,1446364
Thailand,Sep 1 2007,1167242
Thailand,Oct 1 2007,1800155
Thailand,Nov 1 2007,1447359
Thailand,Dec 1 2007,1685412
Thailand,Jan 1 2008,1288147
Thailand,Feb 1 2008,1353367
Thailand,Mar 1 2008,1145544
Thailand,Apr 1 2008,1769949
Thailand,May 1 2008,1050222
Thailand,Jun 1 2008,1175954
Thailand,Jul 1 2008,1324502
Thailand,Aug 1 2008,1120123
Thailand,Sep 1 2008,1610191
Thailand,Oct 1 2008,1179823
Thailand,Nov 1 2008,1317958
Thailand,Dec 1 2008,1645403
Thailand,Jan 1 2009,1898185
Thailand,Feb 1 2009,1772990
Thailand,Mar 1 2009,1209430
Thailand,Apr 1 2009,957855
Thailand,May 1 2009,1758919
Thailand,Jun 1 2009,1893415
Thailand,Jul 1 2009,1722284
Thailand,Aug 1 2009,1166104
Thailand,Sep 1 2009,1897267
Thailand,Oct 1 2009,1147820
Thailand,Nov 1 2009,1250537
Thailand,Dec 1 2009,1809948
Thailand,Jan 1 2010,935417
Thailand,Feb 1 2010,1722018
Thailand,Mar 1 2010,1635103
Greece,Jan 1 2000,281393
Greece,Feb 1 2000,268723
Greece,Mar 1 2000,571675
Greece,Apr 1 2000,521709
Greece,May 1 2000,298981
Greece,Jun 1 2000,348398
Greece,Jul 1 2000,443814
Greece,Aug 1 2000,421598
Greece,Sep 1 2000,467849
Greece,Oct 1 2000,204497
Greece,Nov 1 2000,316351
Greece,Dec 1 2000,226339
Greece,Jan 1 2001,564817
Greece,Feb 1 2001,226820
Greece,Mar 1 2001,302498
Greece,Apr 1 2001,570980
Greece,May 1 2001,323765
Greece,Jun 1 2001,396818
Greece,Jul 1 2001,260501
Greece,Aug 1 2001,437164
Greece,Sep 1 2001,291859
Greece,Oct 1 2001,503611
Greece,Nov 1 2001,351648
Greece,Dec 1 2001,493602
Greece,Jan 1 2002,510645
Greece,Feb 1 2002,466984
Greece,Mar 1 2002,577387
Greece,Apr 1 2002,315355
Greece,May 1 2002,311424
Greece,Jun 1 2002,296133
Greece,Jul 1 2002,217781
Greece,Aug 1 2002,359348
Greece,Sep 1 2002,442500
Greece,Oct 1 2002,442721
Greece,Nov 1 2002,393364
Greece,Dec 1 2002,413845
Greece,Jan 1 2003,304755
Greece,Feb 1 2003,221093
Greece,Mar 1 2003,542441
Greece,Apr 1 2003,542978
Greece,May 1 2003,262819
Greece,Jun 1 2003,205176
Greece,Jul 1 2003,240347
Greece,Aug 1 2003,313086
Greece,Sep 1 2003,205980
Greece,Oct 1 2003,395699
Greece,Nov 1 2003,475054
Greece,Dec 1 2003,284315
Greece,Jan 1 2004,202634
Greece,Feb 1 2004,584056
Greece,Mar 1 2004,246477
Greece,Apr 1 2004,498945
Greece,May 1 2004,473168
Greece,Jun 1 2004,523707
Greece,Jul 1 2004,266540
Greece,Aug 1 2004,555591
Greece,Sep 1 2004,400612
Greece,Oct 1 2004,537522
Greece,Nov 1 2004,453605
Greece,Dec 1 2004,389392
Greece,Jan 1 2005,363119
Greece,Feb 1 2005,204154
Greece,Mar 1 2005,379007
Greece,Apr 1 2005,355617
Greece,May 1 2005,514070
Greece,Jun 1 2005,461038
Greece,Jul 1 2005,444989
Greece,Aug 1 2005,596929
Greece,Sep 1 2005,599173
Greece,Oct 1 2005,294435
Greece,Nov 1 2005,488559
Greece,Dec 1 2005,463502
Greece,Jan 1 2006,528957
Greece,Feb 1 2006,249822
Greece,Mar 1 2006,354732
Greece,Apr 1 2006,413133
Greece,May 1 2006,334135
Greece,Jun 1 2006,560619
Greece,Jul 1 2006,373330
Greece,Aug 1 2006,351347
Greece,Sep 1 2006,485468
Greece,Oct 1 2006,539972
Greece,Nov 1 2006,452219
Greece,Dec 1 2006,520676
Greece,Jan 1 2007,561786
Greece,Feb 1 2007,488874
Greece,Mar 1 2007,354336
Greece,Apr 1 2007,412409
Greece,May 1 2007,312200
Greece,Jun 1 2007,293420
Greece,Jul 1 2007,211231
Greece,Aug 1 2007,389778
Greece,Sep 1 2007,418075
Greece,Oct 1 2007,570410
Greece,Nov 1 2007,384758
Greece,Dec 1 2007,548747
Greece,Jan 1 2008,413594
Greece,Feb 1 2008,442541
Greece,Mar 1 2008,464605
Greece,Apr 1 2008,270824
Greece,May 1 2008,577184
Greece,Jun 1 2008,313578
Greece,Jul 1 2008,402549
Greece,Aug 1 2008,231496
Greece,Sep 1 2008,557938
Greece,Oct 1 2008,505702
Greece,Nov 1 2008,501366
Greece,Dec 1 2008,238339
Greece,Jan 1 2009,449041
Greece,Feb 1 2009,524106
Greece,Mar 1 2009,245634
Greece,Apr 1 2009,289627
Greece,May 1 2009,315953
Greece,Jun 1 2009,369487
Greece,Jul 1 2009,556357
Greece,Aug 1 2009,521181
Greece,Sep 1 2009,274382
Greece,Oct 1 2009,525960
Greece,Nov 1 2009,249177
Greece,Dec 1 2009,320151
Greece,Jan 1 2010,461424
Greece,Feb 1 2010,496075
Greece,Mar 1 2010,273526
Belgium,Jan 1 2000,349627
Belgium,Feb 1 2000,554097
Belgium,Mar 1 2000,475369
Belgium,Apr 1 2000,430331
Belgium,May 1 2000,356343
Belgium,Jun 1 2000,274135
Belgium,Jul 1 2000,551312
Belgium,Aug 1 2000,385012
Belgium,Sep 1 2000,387815
Belgium,Oct 1 2000,453404
Belgium,Nov 1 2000,441818
Belgium,Dec 1 2000,287864
Belgium,Jan 1 2001,433785
Belgium,Feb 1 2001,291816
Belgium,Mar 1 2001,448099
Belgium,Apr 1 2001,362169
Belgium,May 1 2001,516954
Belgium,Jun 1 2001,245879
Belgium,Jul 1 2001,530002
Belgium,Aug 1 2001,488193
Belgium,Sep 1 2001,558016
Belgium,Oct 1 2001,324129
Belgium,Nov 1 2001,247690
Belgium,Dec 1 2001,392449
Belgium,Jan 1 2002,386107
Belgium,Feb 1 2002,209389
Belgium,Mar 1 2002,324078
Belgium,Apr 1 2002,294266
Belgium,May 1 2002,304392
Belgium,Jun 1 2002,235557
Belgium,Jul 1 2002,215063
Belgium,Aug 1 2002,294479
Belgium,Sep 1 2002,545533
Belgium,Oct 1 2002,455506
Belgium,Nov 1 2002,272060
Belgium,Dec 1 2002,490332
Belgium,Jan 1 2003,381281
Belgium,Feb 1 2003,223108
Belgium,Mar 1 2003,599468
Belgium,Apr 1 2003,584630
Belgium,May 1 2003,402024
Belgium,Jun 1 2003,449741
Belgium,Jul 1 2003,477663
Belgium,Aug 1 2003,524410
Belgium,Sep 1 2003,505812
Belgium,Oct 1 2003,466956
Belgium,Nov 1 2003,579304
Belgium,Dec 1 2003,544282
Belgium,Jan 1 2004,321928
Belgium,Feb 1 2004,206289
Belgium,Mar 1 2004,357571
Belgium,Apr 1 2004,223162
Belgium,May 1 2004,273226
Belgium,Jun 1 2004,268267
Belgium,Jul 1 2004,561295
Belgium,Aug 1 2004,448339
Belgium,Sep 1 2004,513495
Belgium,Oct 1 2004,320614
Belgium,Nov 1 2004,319153
Belgium,Dec 1 2004,322981
Belgium,Jan 1 2005,329063
Belgium,Feb 1 2005,351371
Belgium,Mar 1 2005,232373
Belgium,Apr 1 2005,267107
Belgium,May 1 2005,304054
Belgium,Jun 1 2005,535912
Belgium,Jul 1 2005,474316
Belgium,Aug 1 2005,576298
Belgium,Sep 1 2005,224190
Belgium,Oct 1 2005,405985
Belgium,Nov 1 2005,217427
Belgium,Dec 1 2005,303432
Belgium,Jan 1 2006,261974
Belgium,Feb 1 2006,408154
Belgium,Mar 1 2006,524396
Belgium,Apr 1 2006,376207
Belgium,May 1 2006,273229
Belgium,Jun 1 2006,379707
Belgium,Jul 1 2006,225505
Belgium,Aug 1 2006,580161
Belgium,Sep 1 2006,404939
Belgium,Oct 1 2006,397942
Belgium,Nov 1 2006,570719
Belgium,Dec 1 2006,283551
Belgium,Jan 1 2007,473321
Belgium,Feb 1 2007,420872
Belgium,Mar 1 2007,311072
Belgium,Apr 1 2007,251756
Belgium,May 1 2007,554797
Belgium,Jun 1 2007,469416
Belgium,Jul 1 2007,281949
Belgium,Aug 1 2007,449332
Belgium,Sep 1 2007,348772
Belgium,Oct 1 2007,402916
Belgium,Nov 1 2007,208058
Belgium,Dec 1 2007,260552
Belgium,Jan 1 2008,243568
Belgium,Feb 1 2008,544321
Belgium,Mar 1 2008,538759
Belgium,Apr 1 2008,546896
Belgium,May 1 2008,374186
Belgium,Jun 1 2008,385708
Belgium,Jul 1 2008,326088
Belgium,Aug 1 2008,532288
Belgium,Sep 1 2008,471615
Belgium,Oct 1 2008,460131
Belgium,Nov 1 2008,233159
Belgium,Dec 1 2008,468160
Belgium,Jan 1 2009,249067
Belgium,Feb 1 2009,353561
Belgium,Mar 1 2009,435083
Belgium,Apr 1 2009,597299
Belgium,May 1 2009,591144
Belgium,Jun 1 2009,527263
Belgium,Jul 1 2009,592020
Belgium,Aug 1 2009,374288
Belgium,Sep 1 2009,589465
Belgium,Oct 1 2009,308739
Belgium,Nov 1 2009,253523
Belgium,Dec 1 2009,472961
Belgium,Jan 1 2010,531677
Belgium,Feb 1 2010,285479
Belgium,Mar 1 2010,532616
Norway,Jan 1 2000,218768
Norway,Feb 1 2000,467669
Norway,Mar 1 2000,332376
Norway,Apr 1 2000,224955
Norway,May 1 2000,508180
Norway,Jun 1 2000,420499
Norway,Jul 1 2000,593097
Norway,Aug 1 2000,211276
Norway,Sep 1 2000,293616
Norway,Oct 1 2000,558660
Norway,Nov 1 2000,271861
Norway,Dec 1 2000,349116
Norway,Jan 1 2001,338720
Norway,Feb 1 2001,481979
Norway,Mar 1 2001,446488
Norway,Apr 1 2001,480685
Norway,May 1 2001,295406
Norway,Jun 1 2001,212546
Norway,Jul 1 2001,338792
Norway,Aug 1 2001,377080
Norway,Sep 1 2001,375754
Norway,Oct 1 2001,454918
Norway,Nov 1 2001,265905
Norway,Dec 1 2001,441326
Norway,Jan 1 2002,512955
Norway,Feb 1 2002,329237
Norway,Mar 1 2002,555936
Norway,Apr 1 2002,530389
Norway,May 1 2002,535389
Norway,Jun 1 2002,217852
Norway,Jul 1 2002,500243
Norway,Aug 1 2002,304911
Norway,Sep 1 2002,581260
Norway,Oct 1 2002,594900
Norway,Nov 1 2002,329954
Norway,Dec 1 2002,572513
Norway,Jan 1 2003,342300
Norway,Feb 1 2003,286141
Norway,Mar 1 2003,344436
Norway,Apr 1 2003,558469
Norway,May 1 2003,584135
Norway,Jun 1 2003,583717
Norway,Jul 1 2003,393820
Norway,Aug 1 2003,331856
Norway,Sep 1 2003,433007
Norway,Oct 1 2003,393059
Norway,Nov 1 2003,453505
Norway,Dec 1 2003,551864
Norway,Jan 1 2004,356815
Norway,Feb 1 2004,597316
Norway,Mar 1 2004,501275
Norway,Apr 1 2004,559342
Norway,May 1 2004,259112
Norway,Jun 1 2004,425934
Norway,Jul 1 2004,460506
Norway,Aug 1 2004,408706
Norway,Sep 1 2004,532444
Norway,Oct 1 2004,366601
Norway,Nov 1 2004,387685
Norway,Dec 1 2004,512014
Norway,Jan 1 2005,469634
Norway,Feb 1 2005,395439
Norway,Mar 1 2005,409790
Norway,Apr 1 2005,300317
Norway,May 1 2005,355379
Norway,Jun 1 2005,311911
Norway,Jul 1 2005,202467
Norway,Aug 1 2005,302098
Norway,Sep 1 2005,365915
Norway,Oct 1 2005,353417
Norway,Nov 1 2005,581574
Norway,Dec 1 2005,328356
Norway,Jan 1 2006,327118
Norway,Feb 1 2006,274999
Norway,Mar 1 2006,236765
Norway,Apr 1 2006,236075
Norway,May 1 2006,249205
Norway,Jun 1 2006,217100
Norway,Jul 1 2006,513450
Norway,Aug 1 2006,412977
Norway,Sep 1 2006,510503
Norway,Oct 1 2006,499478
Norway,Nov 1 2006,274889
Norway,Dec 1 2006,303184
Norway,Jan 1 2007,541271
Norway,Feb 1 2007,542639
Norway,Mar 1 2007,308691
Norway,Apr 1 2007,282347
Norway,May 1 2007,280647
Norway,Jun 1 2007,328048
Norway,Jul 1 2007,386402
Norway,Aug 1 2007,544849
Norway,Sep 1 2007,387242
Norway,Oct 1 2007,546323
Norway,Nov 1 2007,598197
Norway,Dec 1 2007,314204
Norway,Jan 1 2008,306515
Norway,Feb 1 2008,218910
Norway,Mar 1 2008,412170
Norway,Apr 1 2008,465442
Norway,May 1 2008,393905
Norway,Jun 1 2008,494132
Norway,Jul 1 2008,417703
Norway,Aug 1 2008,595497
Norway,Sep 1 2008,310883
Norway,Oct 1 2008,370893
Norway,Nov 1 2008,217292
Norway,Dec 1 2008,390656
Norway,Jan 1 2009,229087
Norway,Feb 1 2009,249738
Norway,Mar 1 2009,267467
Norway,Apr 1 2009,465318
Norway,May 1 2009,214090
Norway,Jun 1 2009,230871
Norway,Jul 1 2009,420665
Norway,Aug 1 2009,340441
Norway,Sep 1 2009,522404
Norway,Oct 1 2009,415471
Norway,Nov 1 2009,511729
Norway,Dec 1 2009,518442
Norway,Jan 1 2010,515897
Norway,Feb 1 2010,209789
Norway,Mar 1 2010,491125
Peru,Jan 1 2000,576158
Peru,Feb 1 2000,361350
Peru,Mar 1 2000,461756
Peru,Apr 1 2000,457305
Peru,May 1 2000,252838
Peru,Jun 1 2000,597350
Peru,Jul 1 2000,352867
Peru,Aug 1 2000,329590
Peru,Sep 1 2000,548993
Peru,Oct 1 2000,450256
Peru,Nov 1 2000,257833
Peru,Dec 1 2000,547766
Peru,Jan 1 2001,352172
Peru,Feb 1 2001,493903
Peru,Mar 1 2001,516290
Peru,Apr 1 2001,554258
Peru,May 1 2001,333103
Peru,Jun 1 2001,340450
Peru,Jul 1 2001,226140
Peru,Aug 1 2001,573767
Peru,Sep 1 2001,452430
Peru,Oct 1 2001,426631
Peru,Nov 1 2001,307879
Peru,Dec 1 2001,311224
Peru,Jan 1 2002,295419
Peru,Feb 1 2002,215792
Peru,Mar 1 2002,433769
Peru,Apr 1 2002,552680
Peru,May 1 2002,357324
Peru,Jun 1 2002,252650
Peru,Jul 1 2002,305297
Peru,Aug 1 2002,345647
Peru,Sep 1 2002,299214
Peru,Oct 1 2002,563067
Peru,Nov 1 2002,376287
Peru,Dec 1 2002,474544
Peru,Jan 1 2003,207686
Peru,Feb 1 2003,511945
Peru,Mar 1 2003,554392
Peru,Apr 1 2003,545726
Peru,May 1 2003,470273
Peru,Jun 1 2003,247123
Peru,Jul 1 2003,479944
Peru,Aug 1 2003,406987
Peru,Sep 1 2003,315075
Peru,Oct 1 2003,455952
Peru,Nov 1 2003,557934
Peru,Dec 1 2003,516527
Peru,Jan 1 2004,425745
Peru,Feb 1 2004,494145
Peru,Mar 1 2004,542389
Peru,Apr 1 2004,285821
Peru,May 1 2004,225351
Peru,Jun 1 2004,355477
Peru,Jul 1 2004,443118
Peru,Aug 1 2004,368369
Peru,Sep 1 2004,455945
Peru,Oct 1 2004,552663
Peru,Nov 1 2004,253011
Peru,Dec 1 2004,373763
Peru,Jan 1 2005,370497
Peru,Feb 1 2005,259801
Peru,Mar 1 2005,253903
Peru,Apr 1 2005,451956
Peru,May 1 2005,487472
Peru,Jun 1 2005,211167
Peru,Jul 1 2005,387185
Peru,Aug 1 2005,515974
Peru,Sep 1 2005,212464
Peru,Oct 1 2005,417686
Peru,Nov 1 2005,405801
Peru,Dec 1 2005,516946
Peru,Jan 1 2006,383550
Peru,Feb 1 2006,454278
Peru,Mar 1 2006,200225
Peru,Apr 1 2006,505735
Peru,May 1 2006,445037
Peru,Jun 1 2006,254229
Peru,Jul 1 2006,554714
Peru,Aug 1 2006,209983
Peru,Sep 1 2006,489120
Peru,Oct 1 2006,254849
Peru,Nov 1 2006,483220
Peru,Dec 1 2006,426775
Peru,Jan 1 2007,589140
Peru,Feb 1 2007,369748
Peru,Mar 1 2007,259426
Peru,Apr 1 2007,257338
Peru,May 1 2007,337606
Peru,Jun 1 2007,233336
Peru,Jul 1 2007,479230
Peru,Aug 1 2007,512123
Peru,Sep 1 2007,550700
Peru,Oct 1 2007,445203
Peru,Nov 1 2007,463362
Peru,Dec 1 2007,251227
Peru,Jan 1 2008,333084
Peru,Feb 1 2008,381613
Peru,Mar 1 2008,491791
Peru,Apr 1 2008,254103
Peru,May 1 2008,498654
Peru,Jun 1 2008,211833
Peru,Jul 1 2008,391926
Peru,Aug 1 2008,455927
Peru,Sep 1 2008,363894
Peru,Oct 1 2008,228369
Peru,Nov 1 2008,268508
Peru,Dec 1 2008,439401
Peru,Jan 1 2009,485143
Peru,Feb 1 2009,293085
Peru,Mar 1 2009,581096
Peru,Apr 1 2009,377815
Peru,May 1 2009,486346
Peru,Jun 1 2009,410333
Peru,Jul 1 2009,573098
Peru,Aug 1 2009,253892
Peru,Sep 1 2009,312399
Peru,Oct 1 2009,390325
Peru,Nov 1 2009,427473
Peru,Dec 1 2009,431864
Peru,Jan 1 2010,305029
Peru,Feb 1 2010,579387
Peru,Mar 1 2010,234391
Saudi Arabia,Jan 1 2000,909682
Saudi Arabia,Feb 1 2000,1194690
Saudi Arabia,Mar 1 2000,1860433
Saudi Arabia,Apr 1 2000,1848545
Saudi Arabia,May 1 2000,1207040
Saudi Arabia,Jun 1 2000,1895607
Saudi Arabia,Jul 1 2000,1193233
Saudi Arabia,Aug 1 2000,1329477
Saudi Arabia,Sep 1 2000,1507213
Saudi Arabia,Oct 1 2000,1272712
Saudi Arabia,Nov 1 2000,1855002
Saudi Arabia,Dec 1 2000,1475981
Saudi Arabia,Jan 1 2001,1631713
Saudi Arabia,Feb 1 2001,925912
Saudi Arabia,Mar 1 2001,1598896
Saudi Arabia,Apr 1 2001,1785478
Saudi Arabia,May 1 2001,1084584
Saudi Arabia,Jun 1 2001,1250189
Saudi Arabia,Jul 1 2001,1048688
Saudi Arabia,Aug 1 2001,1111081
Saudi Arabia,Sep 1 2001,1036174
Saudi Arabia,Oct 1 2001,1370324
Saudi Arabia,Nov 1 2001,1000479
Saudi Arabia,Dec 1 2001,1541689
Saudi Arabia,Jan 1 2002,1607151
Saudi Arabia,Feb 1 2002,1237670
Saudi Arabia,Mar 1 2002,951507
Saudi Arabia,Apr 1 2002,1651978
Saudi Arabia,May 1 2002,992610
Saudi Arabia,Jun 1 2002,1472550
Saudi Arabia,Jul 1 2002,1765762
Saudi Arabia,Aug 1 2002,1886958
Saudi Arabia,Sep 1 2002,1343859
Saudi Arabia,Oct 1 2002,1030970
Saudi Arabia,Nov 1 2002,1214646
Saudi Arabia,Dec 1 2002,1422077
Saudi Arabia,Jan 1 2003,1455055
Saudi Arabia,Feb 1 2003,1673399
Saudi Arabia,Mar 1 2003,908967
Saudi Arabia,Apr 1 2003,1486504
Saudi Arabia,May 1 2003,1117247
Saudi Arabia,Jun 1 2003,1352792
Saudi Arabia,Jul 1 2003,1434580
Saudi Arabia,Aug 1 2003,1428962
Saudi Arabia,Sep 1 2003,980201
Saudi Arabia,Oct 1 2003,1872224
Saudi Arabia,Nov 1 2003,1830592
Saudi Arabia,Dec 1 2003,1869460
Saudi Arabia,Jan 1 2004,1563412
Saudi Arabia,Feb 1 2004,1036369
Saudi Arabia,Mar 1 2004,1103313
Saudi Arabia,Apr 1 2004,1206658
Saudi Arabia,May 1 2004,1832530
Saudi Arabia,Jun 1 2004,1275575
Saudi Arabia,Jul 1 2004,1865777
Saudi Arabia,Aug 1 2004,985462
Saudi Arabia,Sep 1 2004,1296858
Saudi Arabia,Oct 1 2004,1164206
Saudi Arabia,Nov 1 2004,1140931
Saudi Arabia,Dec 1 2004,1168392
Saudi Arabia,Jan 1 2005,1185042
Saudi Arabia,Feb 1 2005,1044859
Saudi Arabia,Mar 1 2005,943179
Saudi Arabia,Apr 1 2005,1532930
Saudi Arabia,May 1 2005,1769231
Saudi Arabia,Jun 1 2005,1786454
Saudi Arabia,Jul 1 2005,1370073
Saudi Arabia,Aug 1 2005,1275414
Saudi Arabia,Sep 1 2005,1817530
Saudi Arabia,Oct 1 2005,1675992
Saudi Arabia,Nov 1 2005,1866025
Saudi Arabia,Dec 1 2005,1806634
Saudi Arabia,Jan 1 2006,1047779
Saudi Arabia,Feb 1 2006,994402
Saudi Arabia,Mar 1 2006,927278
Saudi Arabia,Apr 1 2006,1841819
Saudi Arabia,May 1 2006,1422373
Saudi Arabia,Jun 1 2006,926815
Saudi Arabia,Jul 1 2006,1053805
Saudi Arabia,Aug 1 2006,1584359
Saudi Arabia,Sep 1 2006,927967
Saudi Arabia,Oct 1 2006,1848268
Saudi Arabia,Nov 1 2006,1494199
Saudi Arabia,Dec 1 2006,1781306
Saudi Arabia,Jan 1 2007,1164252
Saudi Arabia,Feb 1 2007,1820761
Saudi Arabia,Mar 1 2007,1672606
Saudi Arabia,Apr 1 2007,1782947
Saudi Arabia,May 1 2007,1204694
Saudi Arabia,Jun 1 2007,1264513
Saudi Arabia,Jul 1 2007,1576297
Saudi Arabia,Aug 1 2007,1595930
Saudi Arabia,Sep 1 2007,1251391
Saudi Arabia,Oct 1 2007,1561227
Saudi Arabia,Nov 1 2007,1658647
Saudi Arabia,Dec 1 2007,1809833
Saudi Arabia,Jan 1 2008,1607728
Saudi Arabia,Feb 1 2008,1812925
Saudi Arabia,Mar 1 2008,1078132
Saudi Arabia,Apr 1 2008,961132
Saudi Arabia,May 1 2008,1603592
Saudi Arabia,Jun 1 2008,1213041
Saudi Arabia,Jul 1 2008,1239108
Saudi Arabia,Aug 1 2008,1846471
Saudi Arabia,Sep 1 2008,1052543
Saudi Arabia,Oct 1 2008,1323581
Saudi Arabia,Nov 1 2008,1184630
Saudi Arabia,Dec 1 2008,1789136
Saudi Arabia,Jan 1 2009,1380298
Saudi Arabia,Feb 1 2009,1768336
Saudi Arabia,Mar 1 2009,1552341
Saudi Arabia,Apr 1 2009,1134320
Saudi Arabia,May 1 2009,1538239
Saudi Arabia,Jun 1 2009,919599
Saudi Arabia,Jul 1 2009,1053919
Saudi Arabia,Aug 1 2009,1309448
Saudi Arabia,Sep 1 2009,1298758
Saudi Arabia,Oct 1 2009,1501581
Saudi Arabia,Nov 1 2009,1165769
Saudi Arabia,Dec 1 2009,1684642
Saudi Arabia,Jan 1 2010,1898009
Saudi Arabia,Feb 1 2010,1496332
Saudi Arabia,Mar 1 2010,1725742
Malaysia,Jan 1 2000,1169698
Malaysia,Feb 1 2000,1248286
Malaysia,Mar 1 2000,925606
Malaysia,Apr 1 2000,1455824
Malaysia,May 1 2000,930258
Malaysia,Jun 1 2000,1083147
Malaysia,Jul 1 2000,1589675
Malaysia,Aug 1 2000,1006838
Malaysia,Sep 1 2000,916370
Malaysia,Oct 1 2000,988297
Malaysia,Nov 1 2000,1164869
Malaysia,Dec 1 2000,1057179
Malaysia,Jan 1 2001,1684374
